id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
MYSM1__P1P2	8	3.6669e-12	4.9462e-06	3.8e-05	1	8	-3.8835	1.0	1.0	1.0	971	0	0
UBE2C__P1P2	8	5.017e-10	4.9462e-06	3.8e-05	2	8	-2.8445	0.99956	1.0	1.0	929	0	0
NABP2__P1	8	9.0589e-10	4.9462e-06	3.8e-05	3	8	-2.7924	0.99882	0.99996	1.0	920	0	0
CEP63__P1P2	8	1.2018e-09	4.9462e-06	3.8e-05	4	8	-3.0493	0.99998	1.0	1.0	956	0	0
MLF1IP__P1P2	8	1.9013e-09	4.9462e-06	3.8e-05	5	8	-2.4991	1.0	1.0	1.0	970	0	0
ANAPC13__P1P2	8	4.8705e-09	4.9462e-06	3.8e-05	6	8	-3.2293	1.0	1.0	1.0	969	0	0
RPS14__P1P2	8	8.7761e-09	4.9462e-06	3.8e-05	7	8	-2.0129	0.9999	1.0	1.0	951	0	0
RPL9__P1P2	8	1.0793e-08	4.9462e-06	3.8e-05	8	8	-2.291	0.99998	1.0	1.0	955	0	0
NDUFS8__P1P2	8	1.5451e-08	4.9462e-06	3.8e-05	9	7	-2.2451	0.55242	0.47293	1.0	384	0	0
AUNIP__P1P2	8	2.5043e-08	4.9462e-06	3.8e-05	10	8	-2.1906	0.99631	0.99964	1.0	895	0	0
PPM1G__P1	8	2.5632e-08	4.9462e-06	3.8e-05	11	8	-1.9313	1.0	1.0	1.0	968	0	0
RPL34__P1P2	8	4.0191e-08	4.9462e-06	3.8e-05	12	8	-1.6015	0.99941	1.0	1.0	924	0	0
SEC62__P1P2	8	6.9339e-08	4.9462e-06	3.8e-05	13	8	-1.4927	1.0	1.0	1.0	967	0	0
MINOS1-NBL1__P1P2	8	1.0262e-07	4.9462e-06	3.8e-05	14	8	-0.98715	1.0	1.0	1.0	966	0	0
