id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
MYSM1__P1P2	8	2.0881e-10	4.9462e-06	1.9e-05	1	8	-4.3342	1.0	1.0	1.0	971	0	0
ANAPC13__P1P2	8	4.8193e-10	4.9462e-06	1.9e-05	2	8	-4.6365	1.0	1.0	1.0	969	0	0
UBE2C__P1P2	8	8.5588e-10	4.9462e-06	1.9e-05	3	8	-4.1795	1.0	1.0	1.0	957	0	0
C7orf26__P1P2	8	8.9285e-10	4.9462e-06	1.9e-05	4	8	-4.7287	1.0	1.0	1.0	970	0	0
CEP63__P1P2	8	3.6003e-09	4.9462e-06	1.9e-05	5	8	-4.4122	1.0	1.0	1.0	956	0	0
PPM1G__P1	8	3.7929e-09	4.9462e-06	1.9e-05	6	8	-4.1942	1.0	1.0	1.0	968	0	0
BUB1__P1P2	8	5.3472e-09	4.9462e-06	1.9e-05	7	8	-4.6766	1.0	1.0	1.0	960	0	0
AATF__P1P2	8	6.6837e-09	4.9462e-06	1.9e-05	8	8	-3.3441	1.0	1.0	1.0	967	0	0
ACTR8__P1P2	8	1.0455e-08	4.9462e-06	1.9e-05	9	8	-4.1299	1.0	1.0	1.0	966	0	0
SEC62__P1P2	8	1.0627e-08	4.9462e-06	1.9e-05	10	8	-3.8621	1.0	1.0	1.0	965	0	0
CENPF__P1P2	8	1.5479e-08	4.9462e-06	1.9e-05	11	8	-4.2431	1.0	1.0	1.0	964	0	0
MDM2__P1P2	8	2.0236e-08	4.9462e-06	1.9e-05	12	7	-3.8297	0.87544	0.9333	1.0	582	0	0
METTL15__P2	8	2.8112e-08	4.9462e-06	1.9e-05	13	8	-3.9841	0.99999	1.0	1.0	925	0	0
WDR70__P1P2	8	4.8482e-08	4.9462e-06	1.9e-05	14	8	-3.8418	1.0	1.0	1.0	963	0	0
MAD2L1BP__P1P2	8	5.8096e-08	4.9462e-06	1.9e-05	15	8	-3.5265	1.0	1.0	1.0	962	0	0
DROSHA__31531421	8	6.8767e-08	4.9462e-06	1.9e-05	16	8	-4.6385	1.0	1.0	1.0	942	0	0
POLR1B__P1P2	8	8.1402e-08	4.9462e-06	1.9e-05	17	8	-3.1109	1.0	1.0	1.0	961	0	0
RPL36A__P1P2	8	8.9489e-08	4.9462e-06	1.9e-05	18	8	-3.5034	1.0	1.0	1.0	959	0	0
RPS13__P1P2	8	1.0138e-07	4.9462e-06	1.9e-05	19	8	-2.9648	0.99997	1.0	1.0	915	0	0
IPO7__P1P2	8	1.0846e-07	4.9462e-06	1.9e-05	20	8	-3.915	1.0	1.0	1.0	958	0	0
RPS14__P1P2	8	1.5088e-07	4.9462e-06	1.9e-05	21	8	-1.9983	1.0	1.0	1.0	955	0	0
NSMCE4A__P1P2	8	2.0952e-07	4.9462e-06	1.9e-05	22	8	-3.6715	1.0	1.0	1.0	954	0	0
PMVK__P1P2	8	2.1041e-07	4.9462e-06	1.9e-05	23	8	-3.7194	1.0	1.0	1.0	950	0	0
RPL34__P1P2	8	2.131e-07	4.9462e-06	1.9e-05	24	8	-2.1545	1.0	1.0	1.0	953	0	0
C1D__P1P2	8	2.6904e-07	4.9462e-06	1.9e-05	25	8	-2.8466	1.0	1.0	1.0	952	0	0
RPL9__P1P2	8	2.8201e-07	4.9462e-06	1.9e-05	26	8	-2.596	0.99979	1.0	1.0	887	0	0
CHEK1__P1P2	8	2.8901e-07	4.9462e-06	1.9e-05	27	8	-3.9046	1.0	1.0	1.0	945	0	0
RNF8__P1P2	8	3.5768e-07	4.9462e-06	1.9e-05	28	8	-3.2586	1.0	1.0	1.0	951	0	0
SAE1__P1P2	8	4.5198e-07	4.9462e-06	1.9e-05	29	7	-3.6746	0.91657	0.96995	1.0	651	0	0
BMS1__P1P2	8	5.2723e-07	4.9462e-06	1.9e-05	30	7	-3.1306	0.99129	0.99984	1.0	792	0	0
HUS1__P1P2	8	5.425e-07	4.9462e-06	1.9e-05	31	8	-3.3164	1.0	1.0	1.0	949	0	0
WDR89__P1P2	8	5.8805e-07	4.9462e-06	1.9e-05	32	7	-4.0335	0.94949	0.98863	1.0	694	0	0
ATP6AP1__P1P2	8	6.2934e-07	4.9462e-06	1.9e-05	33	8	-3.1443	1.0	1.0	1.0	940	0	0
MINOS1-NBL1__P1P2	8	7.6104e-07	4.9462e-06	1.9e-05	34	8	-2.4389	1.0	1.0	1.0	948	0	0
TUBA1C__P1P2	8	8.493e-07	4.9462e-06	1.9e-05	35	8	-2.1684	1.0	1.0	1.0	947	0	0
ORC5__P1P2	8	9.3689e-07	4.9462e-06	1.9e-05	36	8	-3.3807	0.99991	1.0	1.0	902	0	0
RPL14__P1P2	8	9.7325e-07	4.9462e-06	1.9e-05	37	8	-2.3203	1.0	1.0	1.0	946	0	0
H2AFZ__P1P2	8	1.1179e-06	4.9462e-06	1.9e-05	38	8	-2.9672	1.0	1.0	1.0	944	0	0
LEO1__P1P2	8	1.2355e-06	4.9462e-06	1.9e-05	39	8	-3.1271	1.0	1.0	1.0	943	0	0
NDUFS8__P1P2	8	1.4503e-06	4.9462e-06	1.9e-05	40	7	-3.1209	0.75574	0.77761	1.0	474	0	0
PALB2__P1P2	8	1.722e-06	4.9462e-06	1.9e-05	41	7	-3.6568	0.9838	0.99905	1.0	757	0	0
DICER1__P1P2	8	1.7437e-06	4.9462e-06	1.9e-05	42	8	-3.2602	0.99998	1.0	1.0	918	0	0
NABP2__P1	8	1.7767e-06	4.9462e-06	1.9e-05	43	8	-2.8281	0.99998	1.0	1.0	916	0	0
DGCR8__P1P2	8	2.5632e-06	4.9462e-06	1.9e-05	44	8	-3.2352	1.0	1.0	1.0	941	0	0
DCPS__P1P2	8	2.8283e-06	4.9462e-06	1.9e-05	45	8	-2.8592	1.0	1.0	1.0	939	0	0
PDS5B__P1P2	8	2.8515e-06	4.9462e-06	1.9e-05	46	8	-1.8037	1.0	1.0	1.0	938	0	0
NRF1__P1P2	8	3.6274e-06	4.9462e-06	1.9e-05	47	8	-3.5434	1.0	1.0	1.0	937	0	0
NDUFAF6__P1P2	8	3.8263e-06	4.9462e-06	1.9e-05	48	8	-2.9291	1.0	1.0	1.0	934	0	0
MKI67__P1P2	8	3.8783e-06	4.9462e-06	1.9e-05	49	8	-1.8398	1.0	1.0	1.0	936	0	0
UBE2S__P1P2	8	4.1767e-06	4.9462e-06	1.9e-05	50	8	-1.7934	1.0	1.0	1.0	935	0	0
KIAA0020__P1	8	5.8226e-06	4.9462e-06	1.9e-05	51	7	-3.3448	0.89696	0.95345	1.0	613	0	0
PIGY__P1P2	8	6.715e-06	4.9462e-06	1.9e-05	52	8	-1.8228	0.99999	1.0	1.0	933	0	0
PPP2R5C__P1P2	8	6.7784e-06	4.9462e-06	1.9e-05	53	8	-2.2303	0.99797	1.0	1.0	840	0	0
ACAT2__P1P2	8	7.0156e-06	4.9462e-06	1.9e-05	54	8	-2.4506	0.99999	1.0	1.0	932	0	0
HEATR3__P1P2	8	7.0925e-06	4.9462e-06	1.9e-05	55	8	-3.3054	0.99999	1.0	1.0	931	0	0
UBA5__P1P2	8	7.381e-06	4.9462e-06	1.9e-05	56	8	-1.757	0.99999	1.0	1.0	930	0	0
UBE2G2__P1P2	8	8.0752e-06	4.9462e-06	1.9e-05	57	8	-1.8582	0.99999	1.0	1.0	929	0	0
VWA9__P1P2	8	8.4575e-06	4.9462e-06	1.9e-05	58	6	-3.2064	0.97908	0.99846	1.0	745	0	0
FNBP4__P1P2	8	9.7066e-06	4.9462e-06	1.9e-05	59	8	-2.5869	0.99998	1.0	1.0	922	0	0
CNOT3__P1P2	8	9.9792e-06	4.9462e-06	1.9e-05	60	8	-2.7325	0.99999	1.0	1.0	928	0	0
EMC1__P1P2	8	1.0237e-05	4.9462e-06	1.9e-05	61	8	-3.1785	0.99651	1.0	1.0	822	0	0
TERF1__P1P2	8	1.044e-05	4.9462e-06	1.9e-05	62	8	-2.3085	0.99999	1.0	1.0	927	0	0
CABIN1__P1P2	8	1.0807e-05	4.9462e-06	1.9e-05	63	8	-1.7514	0.99999	1.0	1.0	926	0	0
AUNIP__P1P2	8	1.1426e-05	4.9462e-06	1.9e-05	64	7	-2.3484	0.58675	0.45518	1.0	335	0	0
CYLD__P1P2	8	1.2602e-05	4.9462e-06	1.9e-05	65	8	-1.3543	0.99999	1.0	1.0	924	0	0
WDR48__P1P2	8	1.3336e-05	4.9462e-06	1.9e-05	66	7	-2.6299	0.98243	0.99887	1.0	755	0	0
GTF3C4__P1P2	8	1.346e-05	4.9462e-06	1.9e-05	67	7	-3.1535	0.99378	0.99993	1.0	804	0	0
INO80C__P1P2	8	1.3708e-05	4.9462e-06	1.9e-05	68	8	-1.4203	0.99999	1.0	1.0	923	0	0
DUSP12__P1P2	8	1.3845e-05	4.9462e-06	1.9e-05	69	8	-3.0266	0.99901	1.0	1.0	858	0	0
ZWILCH__P1P2	8	1.4029e-05	4.9462e-06	1.9e-05	70	7	-2.8781	0.78097	0.81368	1.0	496	0	0
RAD9A__P1P2	8	1.5073e-05	4.9462e-06	1.9e-05	71	7	-3.5225	0.53286	0.36749	1.0	293	0	0
ARHGAP4__P1	8	1.5163e-05	4.9462e-06	1.9e-05	72	8	-3.2298	0.99991	1.0	1.0	900	0	0
TOP1__P1P2	8	1.618e-05	4.9462e-06	1.9e-05	73	7	-2.9095	0.57869	0.43946	1.0	326	0	0
SPTLC2__P1P2	8	1.7268e-05	4.9462e-06	1.9e-05	74	8	-1.4159	0.99998	1.0	1.0	921	0	0
PPP1CB__P1P2	8	1.7687e-05	4.9462e-06	1.9e-05	75	7	-3.149	0.75598	0.77762	1.0	475	0	0
CDC26__P1P2	8	1.8365e-05	4.9462e-06	1.9e-05	76	7	-3.4198	0.9939	0.99993	1.0	805	0	0
HMGCR__P1P2	8	1.9898e-05	4.9462e-06	1.9e-05	77	8	-2.4327	0.99998	1.0	1.0	920	0	0
HMGCS1__P1P2	8	2.1048e-05	4.9462e-06	1.9e-05	78	7	-2.9923	0.79989	0.84142	1.0	515	0	0
KIF18B__P1P2	8	2.1818e-05	4.9462e-06	1.9e-05	79	8	-1.4226	0.99998	1.0	1.0	919	0	0
CWC25__P1P2	8	2.2517e-05	4.9462e-06	1.9e-05	80	8	-1.7089	0.99998	1.0	1.0	917	0	0
SMN2__69345238	8	2.5278e-05	4.9462e-06	1.9e-05	81	6	-3.3165	0.98999	0.99976	1.0	783	0	0
MLF1IP__P1P2	8	2.6476e-05	4.9462e-06	1.9e-05	82	8	-2.5958	0.99845	1.0	1.0	844	0	0
TRIP13__P1P2	8	2.7161e-05	4.9462e-06	1.9e-05	83	5	-2.2911	0.59055	0.47045	1.0	337	0	0
ZC3H4__P1	8	2.9853e-05	4.9462e-06	1.9e-05	84	8	-2.3822	0.99993	1.0	1.0	907	0	0
RPS4Y1__P1P2	8	3.2755e-05	4.9462e-06	1.9e-05	85	8	-1.0092	0.99997	1.0	1.0	914	0	0
TAF11__P1P2	8	3.519e-05	4.9462e-06	1.9e-05	86	8	-1.9173	0.99996	1.0	1.0	913	0	0
ZZZ3__P1P2	8	3.6574e-05	4.9462e-06	1.9e-05	87	8	-1.9898	0.99996	1.0	1.0	912	0	0
GNB2L1__P1P2	8	3.6976e-05	4.9462e-06	1.9e-05	88	7	-2.9762	0.97811	0.99832	1.0	739	0	0
CTDSPL2__P1P2	8	4.2613e-05	4.9462e-06	1.9e-05	89	8	-3.2242	0.99946	1.0	1.0	871	0	0
ZAR1L__P1P2	8	4.3089e-05	4.9462e-06	1.9e-05	90	8	-3.296	0.99922	1.0	1.0	862	0	0
