id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
MLF1IP__P1P2	8	8.4421e-10	4.9462e-06	3.7e-05	1	8	-3.9294	1.0	1.0	1.0	971	0	0
C7orf26__P1P2	8	9.232e-10	4.9462e-06	3.7e-05	2	8	-3.4013	1.0	1.0	1.0	970	0	0
MYSM1__P1P2	8	1.1128e-09	4.9462e-06	3.7e-05	3	8	-4.0821	1.0	1.0	1.0	969	0	0
PPM1G__P1	8	2.6405e-09	4.9462e-06	3.7e-05	4	8	-3.9506	1.0	1.0	1.0	968	0	0
CEP63__P1P2	8	5.1869e-09	4.9462e-06	3.7e-05	5	8	-4.2391	1.0	1.0	1.0	954	0	0
SAE1__P1P2	8	1.3181e-08	4.9462e-06	3.7e-05	6	7	-3.7515	0.97492	0.99232	1.0	773	0	0
NDUFS8__P1P2	8	2.9765e-08	4.9462e-06	3.7e-05	7	7	-4.2741	0.77545	0.71311	1.0	514	0	0
RAD9A__P1P2	8	3.3381e-08	4.9462e-06	3.7e-05	8	8	-3.4511	0.99955	1.0	1.0	886	0	0
TUBA1C__P1P2	8	4.258e-08	4.9462e-06	3.7e-05	9	8	-3.7051	1.0	1.0	1.0	967	0	0
ACTR8__P1P2	8	6.0846e-08	4.9462e-06	3.7e-05	10	8	-3.3023	1.0	1.0	1.0	966	0	0
HUS1__P1P2	8	7.8853e-08	4.9462e-06	3.7e-05	11	8	-3.4843	1.0	1.0	1.0	965	0	0
MINOS1-NBL1__P1P2	8	9.5263e-08	4.9462e-06	3.7e-05	12	8	-3.0515	1.0	1.0	1.0	964	0	0
NSMCE4A__P1P2	8	1.1884e-07	4.9462e-06	3.7e-05	13	8	-2.8652	1.0	1.0	1.0	963	0	0
NDUFAF6__P1P2	8	1.2927e-07	4.9462e-06	3.7e-05	14	8	-3.065	1.0	1.0	1.0	958	0	0
BUB1__P1P2	8	1.6057e-07	4.9462e-06	3.7e-05	15	8	-3.3797	0.99994	1.0	1.0	918	0	0
WDR70__P1P2	8	1.6761e-07	4.9462e-06	3.7e-05	16	8	-2.96	1.0	1.0	1.0	962	0	0
CENPF__P1P2	8	1.8488e-07	4.9462e-06	3.7e-05	17	8	-3.1293	1.0	1.0	1.0	961	0	0
DROSHA__31531421	8	2.1222e-07	4.9462e-06	3.7e-05	18	8	-3.4857	1.0	1.0	1.0	950	0	0
UBE2C__P1P2	8	2.951e-07	4.9462e-06	3.7e-05	19	8	-3.3874	1.0	1.0	1.0	960	0	0
MDM4__P1P2	8	3.4506e-07	4.9462e-06	3.7e-05	20	8	-2.8678	0.99991	1.0	1.0	910	0	0
WDR48__P1P2	8	3.7052e-07	4.9462e-06	3.7e-05	21	7	-3.5705	0.97633	0.99317	1.0	778	0	0
ATP6AP1__P1P2	8	3.7701e-07	4.9462e-06	3.7e-05	22	8	-2.5194	1.0	1.0	1.0	959	0	0
SEC62__P1P2	8	7.3141e-07	4.9462e-06	3.7e-05	23	8	-2.8845	0.99984	1.0	1.0	901	0	0
