id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
MYSM1__P1P2	8	8.7581e-15	4.9462e-06	2.5e-05	1	8	-4.5718	1.0	1.0	1.0	971	0	0
UBE2C__P1P2	8	1.0846e-10	4.9462e-06	2.5e-05	2	8	-3.7314	0.99973	1.0	1.0	902	0	0
RPL34__P1P2	8	5.9068e-10	4.9462e-06	2.5e-05	3	8	-2.414	1.0	1.0	1.0	955	0	0
ANAPC13__P1P2	8	6.1229e-10	4.9462e-06	2.5e-05	4	8	-4.039	1.0	1.0	1.0	970	0	0
CENPF__P1P2	8	7.6291e-10	4.9462e-06	2.5e-05	5	8	-3.7664	1.0	1.0	1.0	967	0	0
PPM1G__P1	8	2.2333e-09	4.9462e-06	2.5e-05	6	8	-3.0791	1.0	1.0	1.0	969	0	0
NDUFS8__P1P2	8	2.2659e-09	4.9462e-06	2.5e-05	7	7	-3.1652	0.78745	0.75679	1.0	522	0	0
ATP6AP1__P1P2	8	3.1783e-09	4.9462e-06	2.5e-05	8	8	-3.5494	0.99999	1.0	1.0	948	0	0
BUB1__P1P2	8	3.8284e-09	4.9462e-06	2.5e-05	9	8	-3.4234	1.0	1.0	1.0	968	0	0
RPS14__P1P2	8	7.4861e-09	4.9462e-06	2.5e-05	10	8	-2.2433	1.0	1.0	1.0	962	0	0
METTL15__P2	8	1.1821e-08	4.9462e-06	2.5e-05	11	8	-3.2688	0.99998	1.0	1.0	933	0	0
RPL9__P1P2	8	1.4148e-08	4.9462e-06	2.5e-05	12	8	-2.1812	0.99625	0.99997	1.0	855	0	0
MAD2L1BP__P1P2	8	3.8375e-08	4.9462e-06	2.5e-05	13	8	-3.5439	1.0	1.0	1.0	966	0	0
RPS13__P1P2	8	4.2429e-08	4.9462e-06	2.5e-05	14	8	-2.3932	0.99964	1.0	1.0	897	0	0
CEP63__P1P2	8	4.6874e-08	4.9462e-06	2.5e-05	15	8	-3.7866	1.0	1.0	1.0	950	0	0
AATF__P1P2	8	4.8755e-08	4.9462e-06	2.5e-05	16	7	-2.2028	0.59805	0.40155	1.0	360	0	0
PDS5B__P1P2	8	6.8446e-08	4.9462e-06	2.5e-05	17	8	-1.6396	1.0	1.0	1.0	965	0	0
ACTR8__P1P2	8	8.2966e-08	4.9462e-06	2.5e-05	18	8	-2.4178	1.0	1.0	1.0	964	0	0
ORC5__P1P2	8	9.7531e-08	4.9462e-06	2.5e-05	19	7	-3.2863	0.99558	0.99995	1.0	849	0	0
ACAT2__P1P2	8	9.7662e-08	4.9462e-06	2.5e-05	20	8	-2.3251	1.0	1.0	1.0	963	0	0
MLF1IP__P1P2	8	1.0511e-07	4.9462e-06	2.5e-05	21	8	-2.7708	0.99941	1.0	1.0	890	0	0
PMVK__P1P2	8	1.4419e-07	4.9462e-06	2.5e-05	22	8	-3.2265	1.0	1.0	1.0	957	0	0
UBE2S__P1P2	8	2.8722e-07	4.9462e-06	2.5e-05	23	8	-1.798	1.0	1.0	1.0	961	0	0
NRF1__P1P2	8	3.5241e-07	4.9462e-06	2.5e-05	24	7	-2.6107	0.99069	0.9996	1.0	825	0	0
PIGY__P1P2	8	3.9107e-07	4.9462e-06	2.5e-05	25	8	-1.6892	1.0	1.0	1.0	960	0	0
RAD9A__P1P2	8	4.0145e-07	4.9462e-06	2.5e-05	26	7	-3.1789	0.99341	0.99988	1.0	831	0	0
MMAB__P1P2	8	4.3831e-07	4.9462e-06	2.5e-05	27	8	-2.8279	1.0	1.0	1.0	959	0	0
C7orf26__P1P2	8	5.425e-07	4.9462e-06	2.5e-05	28	8	-2.5788	1.0	1.0	1.0	958	0	0
SAE1__P1P2	8	6.8037e-07	4.9462e-06	2.5e-05	29	7	-2.8976	0.96955	0.99429	1.0	761	0	0
HMGCS1__P1P2	8	9.3357e-07	4.9462e-06	2.5e-05	30	7	-2.7268	0.96621	0.99248	1.0	752	0	0
MDM2__P1P2	8	9.3512e-07	4.9462e-06	2.5e-05	31	8	-2.929	0.99967	1.0	1.0	898	0	0
IPO7__P1P2	8	9.8734e-07	4.9462e-06	2.5e-05	32	8	-2.9817	1.0	1.0	1.0	949	0	0
