id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
MYSM1__P1P2	8	1.5684e-10	4.9462e-06	1.5e-05	1	8	-3.7765	1.0	1.0	1.0	971	0	0
ANAPC13__P1P2	8	1.0086e-09	4.9462e-06	1.5e-05	2	8	-3.6121	1.0	1.0	1.0	970	0	0
C7orf26__P1P2	8	2.2288e-09	4.9462e-06	1.5e-05	3	8	-3.5844	1.0	1.0	1.0	967	0	0
SEC62__P1P2	8	2.5144e-09	4.9462e-06	1.5e-05	4	8	-3.432	1.0	1.0	1.0	969	0	0
NSMCE4A__P1P2	8	3.4368e-09	4.9462e-06	1.5e-05	5	8	-3.1834	1.0	1.0	1.0	951	0	0
CEP63__P1P2	8	4.4371e-09	4.9462e-06	1.5e-05	6	8	-3.4317	1.0	1.0	1.0	968	0	0
DROSHA__31531421	8	6.0585e-09	4.9462e-06	1.5e-05	7	8	-3.3141	0.99999	1.0	1.0	936	0	0
RAD9A__P1P2	8	1.0929e-08	4.9462e-06	1.5e-05	8	7	-3.5236	0.98742	0.99948	1.0	744	0	0
HUS1__P1P2	8	1.3768e-08	4.9462e-06	1.5e-05	9	8	-3.4315	1.0	1.0	1.0	962	0	0
ACTR8__P1P2	8	1.5239e-08	4.9462e-06	1.5e-05	10	8	-3.1804	1.0	1.0	1.0	966	0	0
LEO1__P1P2	8	4.1135e-08	4.9462e-06	1.5e-05	11	8	-3.138	1.0	1.0	1.0	965	0	0
WDR70__P1P2	8	4.1973e-08	4.9462e-06	1.5e-05	12	8	-3.2796	1.0	1.0	1.0	958	0	0
ATP6AP1__P1P2	8	4.7183e-08	4.9462e-06	1.5e-05	13	8	-2.6175	1.0	1.0	1.0	964	0	0
RNF8__P1P2	8	5.0149e-08	4.9462e-06	1.5e-05	14	8	-2.9097	1.0	1.0	1.0	963	0	0
C1D__P1P2	8	1.0648e-07	4.9462e-06	1.5e-05	15	8	-3.0295	1.0	1.0	1.0	961	0	0
TUBA1C__P1P2	8	1.3243e-07	4.9462e-06	1.5e-05	16	8	-3.0186	1.0	1.0	1.0	960	0	0
DICER1__P1P2	8	1.3409e-07	4.9462e-06	1.5e-05	17	8	-2.7925	1.0	1.0	1.0	947	0	0
KIAA0020__P1	8	1.4949e-07	4.9462e-06	1.5e-05	18	7	-3.7097	0.76682	0.66685	1.0	483	0	0
UBA5__P1P2	8	1.5447e-07	4.9462e-06	1.5e-05	19	8	-2.3674	1.0	1.0	1.0	959	0	0
TOP1__P1P2	8	2.7094e-07	4.9462e-06	1.5e-05	20	7	-2.6636	0.63887	0.39326	1.0	364	1	0.27322
H2AFZ__P1P2	8	3.6339e-07	4.9462e-06	1.5e-05	21	8	-2.5708	1.0	1.0	1.0	957	0	0
WDR89__P1P2	8	3.7639e-07	4.9462e-06	1.5e-05	22	7	-3.4812	0.99186	0.99992	1.0	762	0	0
ZRSR2__P1P2	8	4.1013e-07	4.9462e-06	1.5e-05	23	6	-3.3858	0.8003	0.74023	1.0	520	0	0
ARHGAP4__P1	8	4.7089e-07	4.9462e-06	1.5e-05	24	7	-3.0322	0.9929	0.99993	1.0	766	0	0
HEATR3__P1P2	8	4.7512e-07	4.9462e-06	1.5e-05	25	8	-2.8242	1.0	1.0	1.0	949	0	0
NPM1__P1P2	8	4.8504e-07	4.9462e-06	1.5e-05	26	8	-2.8389	0.99988	1.0	1.0	899	0	0
ORC5__P1P2	8	5.028e-07	4.9462e-06	1.5e-05	27	8	-3.1315	1.0	1.0	1.0	943	0	0
MINOS1-NBL1__P1P2	8	5.9048e-07	4.9462e-06	1.5e-05	28	8	-2.2422	1.0	1.0	1.0	956	0	0
